Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q26,Q22,Q23,Q24,Q25
Sometimes,Not sure what a password manager is,Not confident,"Yes, recently",Not confident,Consult a colleague,Always,Never,Rarely,Occasionally,"Yes, automatically",Very confident,Not sure,Not helpful at all,Rarely,Quizzes,Very effective,No,Neutral,Somewhat,Sometimes,No,Not effective,Not useful,Neutral
Often,No,Not confident,"Yes, recently",Somewhat confident,Report it to IT,Never,"Yes, always","Yes, frequently",Occasionally,"Yes, automatically",Confident,"Yes, frequently",Neutral,Always,Videos,Neutral,Sometimes,Very relevant,Neutral,"Yes, frequently",Rarely,"Yes, highly effective",Very useful,"Yes, somewhat"
Sometimes,No,Very confident,"No, never",Very confident,Consult a colleague,Often,Sometimes,Occasionally,Never,Never,Not confident,Never,Very helpful,Sometimes,Quizzes,Very effective,"Yes, always",Neutral,No,"Yes, frequently","Yes, always","Yes, highly effective",Neutral,"Yes, somewhat"
Always,No,Not confident at all,"Yes, recently",Not confident,Report it to IT,Often,Rarely,Rarely,Never,Never,Very confident,Rarely,Not very helpful,Always,Simulations,Very effective,No,Somewhat relevant,Neutral,Rarely,Rarely,Effective,Not useful,"Yes, significantly"
Sometimes,Not sure what a password manager is,Neutral,"Yes, recently",Neutral,Report it to IT,Often,"Yes, always","No, never",Rarely,Never,Neutral,Not sure,Not very helpful,Always,Simulations,Very effective,"Yes, always",Not relevant,No,Sometimes,Rarely,Effective,Not useful,Neutral
Sometimes,Yes,Not confident,Not sure,Somewhat confident,Consult a colleague,Often,"Yes, always",Occasionally,Rarely,Never,Not confident,Not sure,Neutral,Sometimes,Quizzes,Effective,No,Not relevant,No,"Yes, frequently",No,Neutral,Very useful,No
Rarely,No,Confident,Not sure,Not confident,Open and read carefully,Rarely,Most of the time,Rarely,Every week,Never,Neutral,Never,Helpful,Most of the time,Videos,Neutral,Sometimes,Not relevant,Neutral,Never,No,Neutral,Useful,Neutral
Sometimes,No,Very confident,"Yes, but a long time ago",Very confident,Report it to IT,Rarely,Rarely,Rarely,Monthly,Never,Confident,Occasionally,Not very helpful,Always,Simulations,Very effective,No,Not relevant,Neutral,"Yes, frequently",Rarely,Not effective,Useful,Neutral
Often,Yes,Very confident,"Yes, but a long time ago",Very confident,Consult a colleague,Often,Never,Rarely,Never,Rarely,Confident,Never,Not helpful at all,Sometimes,Simulations,Neutral,"Yes, always",Very relevant,No,Never,Rarely,Effective,Useful,"Yes, significantly"
Rarely,No,Confident,"Yes, recently",Not confident,Consult a colleague,Sometimes,Never,Rarely,Never,"Yes, manually",Very confident,Never,Not helpful at all,Sometimes,Quizzes,Effective,Sometimes,Neutral,"Yes, significantly",Sometimes,Rarely,Effective,Very useful,"Yes, significantly"
Rarely,Not sure what a password manager is,Confident,"No, never",Not confident,Open and read carefully,Rarely,Most of the time,Rarely,Every week,"Yes, automatically",Very confident,Never,Not helpful at all,Most of the time,Simulations,Effective,No,Not relevant,Somewhat,"Yes, frequently",Rarely,Neutral,Neutral,"Yes, somewhat"
Often,Not sure what a password manager is,Very confident,Not sure,Neutral,Open and read carefully,Never,"Yes, always",Rarely,Occasionally,Never,Not confident,"Yes, frequently",Helpful,Always,Videos,Very effective,"Yes, always",Not relevant,Neutral,Sometimes,"Yes, always",Effective,Not useful,Neutral
Never,Not sure what a password manager is,Confident,"Yes, but a long time ago",Very confident,Consult a colleague,Rarely,Rarely,"No, never",Rarely,"Yes, automatically",Confident,Rarely,Not helpful at all,Always,Videos,Effective,Rarely,Somewhat relevant,Neutral,Rarely,Rarely,Neutral,Neutral,"Yes, significantly"
Always,No,Not confident,"Yes, recently",Very confident,Consult a colleague,Rarely,Most of the time,"No, never",Never,"Yes, automatically",Not confident,Rarely,Not helpful at all,Sometimes,Simulations,Very effective,"Yes, always",Not relevant,Somewhat,"Yes, frequently",Rarely,"Yes, highly effective",Useful,Neutral
Always,Yes,Confident,"Yes, recently",Somewhat confident,Report it to IT,Rarely,Sometimes,Occasionally,Rarely,"Yes, manually",Very confident,"Yes, frequently",Not very helpful,Sometimes,Simulations,Very effective,No,Not relevant,"Yes, significantly",Sometimes,Sometimes,Neutral,Neutral,Neutral
Always,Yes,Very confident,"No, never",Neutral,Open and read carefully,Never,"Yes, always",Rarely,Occasionally,Sometimes,Neutral,Not sure,Very helpful,Most of the time,Simulations,Neutral,Sometimes,Neutral,No,Never,Rarely,Effective,Not useful,"Yes, significantly"
Always,Yes,Not confident at all,Not sure,Neutral,Open and read carefully,Never,Most of the time,Occasionally,Monthly,"Yes, manually",Confident,"Yes, frequently",Neutral,Most of the time,Videos,Neutral,No,Neutral,Somewhat,Never,Rarely,"Yes, highly effective",Very useful,"Yes, somewhat"
Always,No,Not confident,"Yes, but a long time ago",Neutral,Report it to IT,Rarely,Most of the time,"Yes, frequently",Occasionally,Sometimes,Very confident,Not sure,Not very helpful,Never,Videos,Very effective,"Yes, always",Neutral,Neutral,Never,Rarely,Neutral,Not useful,Neutral
Never,Yes,Very confident,"No, never",Not confident,Open and read carefully,Never,Sometimes,Occasionally,Occasionally,"Yes, manually",Confident,Never,Neutral,Never,Videos,Effective,"Yes, always",Neutral,Neutral,Never,No,Effective,Useful,"Yes, somewhat"
Rarely,No,Not confident at all,"Yes, recently",Somewhat confident,Open and read carefully,Rarely,Most of the time,Occasionally,Rarely,"Yes, automatically",Not confident,"Yes, frequently",Neutral,Most of the time,Live training sessions,Very effective,No,Not relevant,Neutral,"Yes, frequently",No,Neutral,Useful,"Yes, significantly"
Always,Not sure what a password manager is,Very confident,"Yes, but a long time ago",Not confident,Open and read carefully,Always,Rarely,Occasionally,Occasionally,Rarely,Not confident,Never,Neutral,Sometimes,Simulations,Effective,Sometimes,Neutral,Neutral,Rarely,No,Neutral,Neutral,"Yes, somewhat"
Always,Yes,Confident,"Yes, but a long time ago",Neutral,Open and read carefully,Often,Most of the time,Occasionally,Never,"Yes, automatically",Neutral,Occasionally,Very helpful,Sometimes,Videos,Not effective,No,Neutral,Neutral,Never,Rarely,Effective,Neutral,"Yes, somewhat"
Rarely,No,Very confident,"Yes, recently",Not confident,Consult a colleague,Never,Sometimes,Occasionally,Every week,Never,Very confident,Never,Very helpful,Most of the time,Videos,Effective,"Yes, always",Very relevant,Somewhat,Rarely,Sometimes,"Yes, highly effective",Useful,"Yes, significantly"
Always,Yes,Very confident,"Yes, recently",Somewhat confident,Delete it immediately,Rarely,"Yes, always",Occasionally,Monthly,Sometimes,Very confident,Occasionally,Very helpful,Rarely,Simulations,Neutral,"Yes, always",Neutral,Somewhat,Rarely,Rarely,Neutral,Neutral,"Yes, somewhat"
Often,No,Not confident at all,"No, never",Somewhat confident,Report it to IT,Rarely,Most of the time,"Yes, frequently",Occasionally,"Yes, automatically",Confident,"Yes, frequently",Not helpful at all,Most of the time,Simulations,Not effective,"Yes, always",Somewhat relevant,Somewhat,Sometimes,Sometimes,"Yes, highly effective",Neutral,Neutral
Often,Yes,Very confident,"Yes, but a long time ago",Very confident,Consult a colleague,Often,Never,"Yes, frequently",Never,Never,Confident,Not sure,Neutral,Most of the time,Simulations,Not effective,Sometimes,Neutral,"Yes, significantly",Rarely,"Yes, always",Neutral,Neutral,"Yes, significantly"
Rarely,Yes,Confident,"No, never",Not confident,Report it to IT,Rarely,Most of the time,Rarely,Monthly,Sometimes,Very confident,Not sure,Neutral,Most of the time,Quizzes,Not effective,No,Somewhat relevant,Neutral,Never,"Yes, always",Effective,Very useful,"Yes, significantly"
Never,No,Very confident,"No, never",Neutral,Report it to IT,Sometimes,Rarely,Rarely,Occasionally,Sometimes,Confident,Rarely,Not very helpful,Sometimes,Videos,Very effective,Sometimes,Neutral,No,Sometimes,"Yes, always","Yes, highly effective",Very useful,"Yes, significantly"
Sometimes,No,Not confident,"Yes, recently",Neutral,Delete it immediately,Never,"Yes, always",Rarely,Occasionally,Sometimes,Confident,Rarely,Not very helpful,Most of the time,Videos,Very effective,No,Neutral,Neutral,Rarely,Sometimes,"Yes, highly effective",Useful,"Yes, somewhat"
Sometimes,Not sure what a password manager is,Confident,"Yes, recently",Very confident,Report it to IT,Rarely,"Yes, always",Occasionally,Every week,"Yes, manually",Not confident,Never,Very helpful,Never,Live training sessions,Effective,No,Not relevant,No,Rarely,Rarely,Effective,Not useful,Neutral
Rarely,Yes,Very confident,"Yes, but a long time ago",Not confident,Report it to IT,Rarely,Never,Rarely,Every week,Never,Neutral,"Yes, frequently",Very helpful,Most of the time,Quizzes,Not effective,Rarely,Not relevant,Somewhat,Never,No,Effective,Neutral,No
Rarely,Yes,Very confident,"No, never",Not confident,Open and read carefully,Always,Rarely,Occasionally,Every week,"Yes, manually",Confident,Rarely,Very helpful,Most of the time,Simulations,Not effective,"Yes, always",Somewhat relevant,Somewhat,Sometimes,Sometimes,Not effective,Very useful,No
Rarely,Yes,Confident,Not sure,Neutral,Report it to IT,Never,Most of the time,"No, never",Rarely,"Yes, automatically",Neutral,Not sure,Not helpful at all,Never,Quizzes,Effective,Sometimes,Not relevant,No,Never,Rarely,Not effective,Useful,"Yes, significantly"
Sometimes,Yes,Neutral,"Yes, but a long time ago",Somewhat confident,Consult a colleague,Often,"Yes, always","No, never",Rarely,Sometimes,Not confident,Occasionally,Not very helpful,Most of the time,Live training sessions,Neutral,"Yes, always",Neutral,Neutral,"Yes, frequently",Sometimes,Neutral,Useful,Neutral
Rarely,Not sure what a password manager is,Not confident at all,"Yes, recently",Very confident,Report it to IT,Never,Rarely,Rarely,Rarely,Never,Very confident,Never,Neutral,Never,Videos,Very effective,"Yes, always",Somewhat relevant,No,Never,Rarely,Effective,Not useful,"Yes, somewhat"
Often,Yes,Confident,"Yes, recently",Not confident,Delete it immediately,Always,Never,Rarely,Every week,Rarely,Very confident,Rarely,Not very helpful,Never,Videos,Neutral,No,Not relevant,Neutral,"Yes, frequently","Yes, always",Effective,Not useful,No
Often,No,Very confident,"Yes, recently",Not confident,Consult a colleague,Rarely,Never,"No, never",Monthly,Sometimes,Confident,Occasionally,Neutral,Most of the time,Live training sessions,Effective,No,Neutral,Somewhat,"Yes, frequently",No,Effective,Useful,"Yes, significantly"
Never,No,Confident,"Yes, but a long time ago",Neutral,Open and read carefully,Sometimes,"Yes, always",Occasionally,Rarely,"Yes, automatically",Confident,Never,Very helpful,Always,Quizzes,Not effective,"Yes, always",Very relevant,No,"Yes, frequently",No,"Yes, highly effective",Neutral,Neutral
Often,No,Confident,"Yes, but a long time ago",Not confident,Consult a colleague,Sometimes,Sometimes,Rarely,Every week,Rarely,Confident,"Yes, frequently",Not very helpful,Always,Simulations,Not effective,Rarely,Neutral,No,Sometimes,Sometimes,"Yes, highly effective",Very useful,Neutral
Sometimes,No,Confident,"Yes, but a long time ago",Very confident,Consult a colleague,Always,Never,"Yes, frequently",Occasionally,"Yes, automatically",Very confident,Occasionally,Very helpful,Rarely,Quizzes,Effective,Rarely,Very relevant,No,"Yes, frequently",Rarely,Neutral,Neutral,"Yes, somewhat"
Often,No,Not confident,Not sure,Neutral,Open and read carefully,Sometimes,Never,"No, never",Never,Never,Not confident,Occasionally,Neutral,Most of the time,Videos,Neutral,Rarely,Not relevant,"Yes, significantly","Yes, frequently",No,Neutral,Very useful,"Yes, significantly"
Often,No,Neutral,Not sure,Not confident,Report it to IT,Never,Most of the time,Occasionally,Every week,"Yes, manually",Very confident,Not sure,Very helpful,Always,Simulations,Very effective,Rarely,Neutral,No,"Yes, frequently",No,Effective,Not useful,"Yes, significantly"
Never,No,Confident,"Yes, recently",Neutral,Consult a colleague,Never,Rarely,"No, never",Rarely,Never,Very confident,Occasionally,Not very helpful,Sometimes,Videos,Neutral,Rarely,Not relevant,Somewhat,Sometimes,"Yes, always",Effective,Very useful,No
Often,Not sure what a password manager is,Not confident,"Yes, but a long time ago",Not confident,Consult a colleague,Always,Never,Occasionally,Every week,"Yes, automatically",Confident,Occasionally,Very helpful,Most of the time,Quizzes,Effective,"Yes, always",Somewhat relevant,Somewhat,Never,"Yes, always",Effective,Very useful,Neutral
Often,Yes,Not confident,"No, never",Not confident,Consult a colleague,Rarely,Most of the time,"No, never",Never,"Yes, automatically",Confident,"Yes, frequently",Very helpful,Sometimes,Quizzes,Very effective,No,Not relevant,Neutral,"Yes, frequently",Rarely,Not effective,Not useful,"Yes, significantly"
Often,Yes,Not confident,Not sure,Neutral,Open and read carefully,Often,Rarely,Occasionally,Never,Sometimes,Confident,Never,Very helpful,Most of the time,Simulations,Very effective,Rarely,Neutral,Somewhat,Never,"Yes, always",Effective,Useful,Neutral
Rarely,No,Confident,Not sure,Neutral,Consult a colleague,Never,Sometimes,Occasionally,Every week,Sometimes,Neutral,Rarely,Not helpful at all,Sometimes,Live training sessions,Neutral,Sometimes,Somewhat relevant,Neutral,Rarely,No,Neutral,Useful,No
Often,Yes,Not confident,"Yes, recently",Not confident,Consult a colleague,Sometimes,Sometimes,"No, never",Never,"Yes, automatically",Confident,"Yes, frequently",Neutral,Most of the time,Videos,Not effective,Sometimes,Not relevant,No,Rarely,Sometimes,Neutral,Useful,Neutral
Often,No,Confident,"Yes, recently",Neutral,Consult a colleague,Often,Most of the time,Rarely,Occasionally,"Yes, automatically",Not confident,Not sure,Neutral,Sometimes,Live training sessions,Neutral,Rarely,Somewhat relevant,Somewhat,Sometimes,No,Neutral,Not useful,"Yes, significantly"
Never,Yes,Very confident,"Yes, recently",Very confident,Open and read carefully,Never,Sometimes,Rarely,Monthly,Never,Confident,Rarely,Helpful,Most of the time,Videos,Effective,"Yes, always",Not relevant,No,Sometimes,No,Not effective,Neutral,"Yes, somewhat"
Often,Yes,Confident,"Yes, recently",Neutral,Consult a colleague,Never,"Yes, always",Occasionally,Occasionally,Sometimes,Confident,Never,Neutral,Always,Videos,Effective,Rarely,Neutral,No,Sometimes,No,Neutral,Neutral,Neutral
Often,Not sure what a password manager is,Very confident,"Yes, recently",Very confident,Consult a colleague,Rarely,Most of the time,Occasionally,Occasionally,"Yes, manually",Confident,"Yes, frequently",Neutral,Rarely,Videos,Very effective,Rarely,Not relevant,"Yes, significantly",Sometimes,No,Not effective,Useful,"Yes, somewhat"
Always,Yes,Neutral,"Yes, recently",Very confident,Consult a colleague,Rarely,Most of the time,"No, never",Rarely,Never,Neutral,"Yes, frequently",Very helpful,Sometimes,Videos,Not effective,No,Neutral,Somewhat,Rarely,No,Not effective,Useful,Neutral
Never,Not sure what a password manager is,Not confident at all,"Yes, recently",Somewhat confident,Report it to IT,Rarely,Sometimes,"No, never",Monthly,Never,Very confident,"Yes, frequently",Not very helpful,Most of the time,Simulations,Not effective,Rarely,Somewhat relevant,No,Rarely,No,Not effective,Very useful,Neutral
Often,Yes,Neutral,"Yes, but a long time ago",Very confident,Consult a colleague,Always,Rarely,"No, never",Rarely,Never,Very confident,Never,Very helpful,Sometimes,Simulations,Very effective,"Yes, always",Not relevant,Somewhat,Rarely,Rarely,Effective,Useful,"Yes, significantly"
Never,Yes,Not confident,Not sure,Very confident,Report it to IT,Often,Rarely,"Yes, frequently",Monthly,Rarely,Very confident,Not sure,Neutral,Most of the time,Live training sessions,Not effective,Rarely,Very relevant,Neutral,"Yes, frequently",Rarely,Effective,Neutral,Neutral
Never,Yes,Confident,Not sure,Not confident,Consult a colleague,Rarely,"Yes, always",Rarely,Never,Never,Confident,Occasionally,Very helpful,Sometimes,Quizzes,Not effective,"Yes, always",Neutral,No,"Yes, frequently",Sometimes,"Yes, highly effective",Very useful,No
